Wákàtí B-DATE
Slovenia B-LOC
; O
13 O
ní O
Croatia B-LOC
; O
mẹ́fà O
ní O
Albania B-LOC
; O
fi O
márùn O
- O
ún O
ní O
Serbia B-LOC
; O
márùn O
- O
ún O
ní O
Bosnia B-LOC
; O
òdo O
ní O
Montenegro B-LOC
. O

Onígbàgbọ́ O
níbi O
gbogbo O

Lóṣù B-DATE
tó I-DATE
kọjá I-DATE
, O
ọ̀pọ̀ O
ènìyàn O
tí O
ó O
tó O
7 O
, O
400 O
ni O
a O
gbọ́ O
wí O
pé O
ó O
ti O
ní O
àrùn O
apànìyàn O
COVID O
- O
19 O
ní O
South B-LOC
Korea I-LOC
— O
orílẹ̀ O
- O
èdè O
tí O
ó O
jọ O
pé O
ó O
ti O
ń O
gbá O
àrùn O
náà O
mọ́lẹ̀ O
— O
rí O
àrùn O
náà O
lára O
Iléèjọsìn B-ORG
ẹgbẹ́ I-ORG
Shincheonji I-ORG
ti I-ORG
Jésù I-ORG
. O

Wọn O
kò O
ní O
f'ẹnu O
ko O
Àlùfáà O
ìjọ O
lọ́wọ́ O
. O

Wọn O
kò O
ní O
fẹnu O
ko O
àwọn O
Ère O
, O
àmọ́ O
wọn O
ó O
tẹríba O
níwájú O
wọn O
. O

Wọn O
kò O
ní O
lo O
àwọn O
ìwé O
àdúrà O
nígbà O
ìsìn O
. O

Wọn O
kò O
ní O
gba O
Àkàrà O
lọ́wọ́ O
Àlùfáà O
ìjọ O
, O
àmọ́ O
fúnra O
wọn O
bí O
wọ́n O
bá O
ń O
jáde O
kúrò O
nínú O
iléèjọsìn O
. O

Àwọn O
ìpàdé O
ẹlẹ́gbẹ́jẹgbẹ́ O
àti O
ti O
àwọn O
tó O
ń O
kọ́ O
ìsìn O
Ọlọ́run O
kò O
ní O
wáyé O
. O

Gẹ́gẹ́ O
bí O
ìwé O
ìròyìn O
tí O
ò O
sí O
ní O
abẹ́ O
ìṣàkóso O
ìjọba O
Novaya B-PER
Gazeta I-PER
ti O
ṣe O
sọ O
, O
ó O
yẹ O
kí O
ètò O
náà O
tí O
yóò O
ṣe O
àfihàn O
àwọn O
ajìjàǹgbara O
LGBT O
ní O
Yaroslavl B-LOC
wáyé O
ní O
òwúrọ̀ B-DATE
Ọjọ́rú I-DATE
23 I-DATE
, I-DATE
ní I-DATE
oṣù I-DATE
Ṣẹẹrẹ I-DATE
. O

Ìkéde O
Shebuyeva B-PER
àkọ́kọ́ O
nípa O
ètò O
náà O
fa O
ẹgbẹlẹmùkù O
èébú O
ìkórìíra O
- O
ìbálòpọ̀ O
- O
láàárín O
- O
akọ́ O
- O
àti O
- O
akọ O
nínú O
àwọn O
èsì O
, O
tí O
èsì O
sì O
wá O
láti O
ọ̀dọ̀ O
àwọn O
òṣìṣẹ́ O
ọba O
kan O
bákan O
náà O
, O
ṣùgbọ́n O
ìyẹn O
ò O
mú O
ọkàn O
- O
an O
rẹ̀ O
kúrò O
, O
ó O
sọ O
fún O
Novaya B-PER
Gazeta I-PER
. O

Ṣùgbọ́n O
ní O
alẹ́ O
ọjọ́ O
tí O
ètò O
náà O
ku O
ọ̀la O
, O
Shabuyeva B-PER
sọ̀rọ̀ O
pé O
òun O
gba O
ìpè O
àjèjì O
láti O
orí O
òpó O
ẹ̀rọ O
- O
ìbánisọ̀rọ̀ O
kan O
tí O
kò O
ṣe O
é O
dámọ̀ O
, O
ẹni O
náà O
sì O
sọ O
fún O
òun O
pé O
bí O
òun O
bá O
tẹ̀síwajú O
pẹ̀lú O
ètò O
náà O
bí O
ó O
ṣe O
ti O
pinnu O
, O
wọ́n O
máa O
fi O
igi O
ìgbábọ́ọ̀lù O
- O
afọwọ́jù O
pàdé O
àwọn O
àlejò O
rẹ O
ní O
ìta O
ilé O
- O
iṣẹ́ O
náà O
. O

Ìfẹ̀hónúhàn O
tí O
ó O
wáyé O
ní O
gbàgede O
ìlú O
wà O
lára O
ìkéde O
gbogboògbò O
# O
saveLGBTinRussia O
tí O
wọ́n O
fi O
ń O
polongo O
ìyà O
tí O
ó O
rorò O
tí O
wọ́n O
fi O
ń O
jẹ O
àwọn O
ènìyàn O
aṣe O
- O
ìbálòpọ̀ O
- O
akọ O
- O
àti O
- O
akọ O
ní O
orílẹ̀ O
Chechnya B-LOC
. O

WỌ́N O
WÀ O
NÍBẸ̀ O
: O
NÍNÚ O
ÀWỌN O
ỌGBÀ O
Ẹ̀WỌ̀N O
ÀTI O
IBOJÌ O
- O
ÒKÚ O
. O

# O
SAVELGBTINRUSSIA O
Ẹ̀TANÚ O
ÌBÁLÒPỌ̀ O
- O
LÁÀÁRÍN O
- O
AKỌ O
- O
ÀTI O
- O
AKỌ O
= O
ÌJỌBA O
AFIPÁMÚNI O

# O
FreeAmade O
: O
Akọ̀ròyìn O
tí O
a O
mú O
tí O
a O
sì O
dá O
lóró O
lẹ́yìn O
tí O
ó O
kọ O
ìròyìn O
lórí O
ìwà O
jàgídí O
jàgan O
tí O
ó O
ń O
ṣẹlẹ̀ O
ní O
Àríwá B-LOC
Mozambique I-LOC

Àtẹ̀jáde O
ìtúmọ̀ O
19 B-DATE
Èrèlé I-DATE
2019 I-DATE
12 I-DATE
: I-DATE
39 I-DATE
GMT I-DATE

Lẹ́yìn O
tí O
ó O
dé O
ẹ̀wọ̀n O
gbogboògbò O
, O
Amade B-PER
pe O
ẹgbẹ́ B-ORG
àwọn I-ORG
agbẹjọ́rò I-ORG
Mozambique I-ORG
tí O
ó O
sì O
sọ O
bí O
ó O
ṣe O
ti O
jìyà O
tó O
lọ́wọ́ O
àwọn O
ológun B-ORG
Mozambique I-ORG
tí O
ó O
ní O
wọ́n O
na O
òun O
tí O
wọ́n O
sì O
fi O
ebi O
pa O
òun O
. O

Títì O
tí O
àwọn O
ológun O
ti O
Abubacar B-PER
mọ́lé O
jẹ́ O
ìpalára O
fún O
ẹ̀tọ́ O
rẹ O
pẹ̀lú O
mímú O
tí O
wọ́n O
mú O
un O
láìsí O
ìdí O
tí O
wọ́n O
fi O
ìdí O
ẹ O
múlẹ̀ O
. O

Amnesty B-ORG
International I-ORG
náà O
sọ̀rọ̀ O
: O

Ìpolongo O
náà O
ti O
tàn O
lórí O
Twitter B-ORG
, O
pẹ̀lú O
ìṣẹ̀dá O
àwọn O
àsopọ̀ O
ọ̀rọ̀ O
bí O
i O
# O
FreeAmade O
láti O
jà O
fún O
ìdásílẹ̀ O
Amade B-PER
. O

Àtẹ̀jáde O
ìtúmọ̀ O
29 B-DATE
Ẹrẹ́nà I-DATE
2019 I-DATE
16 I-DATE
: I-DATE
00 I-DATE
GMT I-DATE

Ní O
ọdún B-DATE
- I-DATE
un I-DATE
1997 I-DATE
, O
Joenia B-PER
Wapichana I-PER
di O
obìnrin O
àkọ́kọ́ O
tí O
yóò O
gboyè O
nínú O
ẹ̀kọ́ O
ìmọ̀ O
òfin O
ní O
Brazil B-LOC
. O

Lẹ́yìn O
ọdún B-DATE
kọ́kànlá I-DATE
, O
òun O
ni O
ọmọ O
ìbílẹ̀ O
àkọ́kọ́ O
tí O
ó O
gbẹjọ́rò O
ní O
ilé O
- O
ẹjọ́ O
gíga O
jùlọ O
. O

Ìbòo O
8 O
, O
491 O
tí O
wọ́n O
dì O
fún O
un O
ni O
wọ́n O
fi O
yàn O
án O
sípò O
kan O
nínúu O
mẹ́jọ O
tí O
ó O
tọ́ O
sí O
ìpínlẹ̀ O
Roraima B-LOC
tí O
ó O
ti O
wá O
. O

Ìgbà O
kan O
ṣoṣo O
tí O
Brazil B-LOC
ní O
ọmọ O
ìbílẹ̀ O
gẹ́gẹ́ O
bí O
ọkàn O
lára O
àwọn O
ìgbìmọ̀ O
ìjọba O
ni O
ọdún B-DATE
- I-DATE
un I-DATE
1986 I-DATE
— O
Mario B-PER
Juruna I-PER
, O
tí O
ó O
wá O
láti O
ẹ̀yà O
Xavante O
, O
wọ́n O
yàn O
án O
sípò O
ní O
ọdún B-DATE
- I-DATE
un I-DATE
1983 I-DATE
. O

Joenia B-PER
Wapichana I-PER
níbi O
tí O
ó O
ti O
ń O
gbè O
lẹ́yìn O
ọ̀rọ̀ O
ìbílẹ̀ O
kan O
ní O
ilé O
- O
ẹjọ́ O
gíga O
jùlọ O
. O

Joênia B-PER
ṣe O
àfikún O
ìtàn O
ní O
ọdún B-DATE
- I-DATE
un I-DATE
2008 I-DATE
nígbà O
tí O
ó O
gba O
ẹjọ́ O
ẹgbẹ́ O
ìbílẹ̀ O
márùn O
- O
ún O
kan O
rò O
, O
pé O
kí O
wọn O
ya O
ilẹ̀ẹ O
wọn O
sọ́tọ̀ O
gẹ́gẹ́ O
bí O
ilẹ̀ O
abínibí O
, O
irú O
òfin O
tí O
yóò O
fún O
àwọn O
abínibí O
ilẹ̀ O
náà O
ní O
ẹ̀tọ́ O
láti O
pàṣẹ O
lórí O
àwọn O
ilẹ̀ O
ìlúu O
wọn O
. O

Ilé O
ẹjọ́ O
dá O
ẹjọ́ O
tí O
ó O
gbè O
lẹ́yìn O
àwọn O
ẹgbẹ́ O
ìbílẹ̀ O
náà O
tí O
wọ́n O
ti O
wá O
di O
òǹnilẹ̀ O
kánrin O
- O
kése O
fún O
àwọn O
ilẹ̀ O
abínibí O
tí O
ó O
tóbi O
jù O
ní O
Brazil B-LOC
— O
ilẹ̀ẹ O
Raposa B-LOC
Terra I-LOC
do I-LOC
Sol I-LOC
, O
tí O
ó O
wà O
ní O
ìpínlẹ̀ O
Roraima B-LOC
. O

Kò O
pẹ́ O
lẹ́yìn O
tí O
ó O
jáwé O
olúborí O
nínú O
ìdìbò O
2018 B-DATE
, O
Bolsonaro B-PER
tún O
mú O
ọ̀rọ̀ O
Raposa B-LOC
Terra I-LOC
do I-LOC
Sol I-LOC
bọnu O
gẹ́gẹ́ O
bí O
àpẹẹrẹ O
agbègbè O
ìbílẹ̀ O
tí O
ó O
yẹ O
kí O
àwọn O
jẹ O
àǹfààní O
ètò O
ọrọ̀ O
- O
ajée O
rẹ̀ O
. O

Ó O
ní O
“ O
wọ́n O
ń O
sọ̀rọ̀ O
bà O
wá O
lórúkọ O
jẹ́ O
, O
bẹ́ẹ̀ O
ni O
wọ́n O
ń O
ṣe O
ìyàtọ̀ọ̀tọ̀ O
ẹ̀yà O
pẹ̀lúu O
wa O
ní O
ilẹ̀ẹ O
wa O
"""" O
. O

Ìtúmọ̀ O
Ìtúnwí O
- O
ọ̀rọ̀ O
Ọlọ́rọ̀ O
gan O
- O
an O

Kí O
ló O
dé O
tí O
ó O
[ O
Bolsonaro B-PER
] O
ṣe O
ń O
ṣe O
inúnibíni O
sí O
àwọn O
ọmọ O
ìbílẹ̀ O
tó O
báyìí O
? O

nínú O
. O

Ní O
ó O
- O
ku O
- O
ọ̀la O
tí O
yóò O
gba O
ipò O
, O
arábìnrin O
inú O
ìgbìmọ̀ O
náà O
sọ O
fún O
Folha B-ORG
de I-ORG
Boa I-ORG
Vista I-ORG
, O
ilé O
- O
iṣẹ́ O
ìròyìn O
ìbílẹ̀ O
kan O
tí O
ó O
ti O
ìpínlẹ̀ẹ O
rẹ̀ O
wá O
pé O
àbá O
òfin O
náà O
ń O
dojúkọ O
ìwà O
àìbìkítà O
àwọn O
iléeṣẹ́ O
àdáni O
sí O
agbègbè O
: O

Fún O
àpẹẹrẹ O
[ O
lára O
àwọn O
àtòpọ̀ O
ẹ̀rọ O
yìí O
] O
, O
a O
ní O
ètòo O
gbígba O
ìwé O
àṣẹ O
ní O
àwọn O
agbègbè O
yìí O
[ O
tí O
ó O
ń O
bá O
wa O
dènà O
] O
àìlègbẹ̀rí O
àwọn O
iléeṣẹ́ O
jẹ́ O
àti O
àìtó O
agbára O
ìjọba O
láti O
kápáa O
wọn O
nínú O
ìpínlẹ̀ O
náà O
. O

Tí O
o O
bá O
ní O
èèyàn O
ńláńlá O
mẹ́fà O
ní O
ọwọ́ O
kan O
, O
tí O
ọwọ́ O
kejì O
sì O
ní O
àìmọye O
àwọn O
èèyàn O
tí O
wọn O
ò O
jámọ́ O
nǹkan O
tí O
wọ́n O
ń O
rí O
mi O
gẹ́gẹ́ O
bí O
aṣojú O
wọn O
níbẹ̀ O
. O

Burundi B-LOC
: O
Kọ O
Ìkọkúkọ O
sórí O
àwòrán O
Ààrẹ O
— O
kí O
o O
wẹ̀wọ̀n O

Flickr B-ORG
, O
àṣẹ O
CC O
. O

Ẹgbẹ́ O
Àwọn O
Àjọ B-ORG
tí I-ORG
ó I-ORG
ń I-ORG
ṣe I-ORG
Àmójútó I-ORG
ìwàlálàáfíà I-ORG
Àwọn I-ORG
ọmọdé I-ORG
ní I-ORG
Burundi I-ORG
( O
FENADEB B-ORG
) O
jábọ̀ O
pé O
wọ́n O
ti O
fi O
akẹ́kọ̀ọ́ O
kan O
tí O
ó O
jẹ́ O
ọmọ O
ọdún B-DATE
mẹ́tàlá I-DATE
sílẹ̀ O
lẹ́sẹkẹsẹ̀ O
nítorí O
pé O
ó O
ṣì O
kéré O
, O
kò O
sì O
tí O
ì O
tó O
ọdún B-DATE
mẹ́ẹ̀dógún I-DATE
. O

Gẹ́gẹ́ O
bí O
olùkọ́ O
kan O
tí O
kò O
dárúkọ O
araa O
rẹ̀ O
ṣe O
sọ O
, O
wọn O
kò O
yẹ O
àwọn O
ìwé O
ìkọ́ni O
wọ̀nyí O
wò O
fún O
àìmọye O
ọdún O
, O
àwọn O
akẹ́kọ̀ọ́ O
sì O
máa O
ń O
pín O
in O
lò O
ni O
, O
fún O
ìdí O
èyí O
ó O
nira O
láti O
mọ O
ẹni O
tí O
ó O
kọ O
nǹkan O
sí O
i O
ní O
pàtó O
. O

Akẹ́kọ̀ọ́ O
mọ́kànlá O
ni O
wọ́n O
fẹ̀sùn O
ìtàbùkù O
bá O
adarí O
ìlú O
àti O
“ O
ìhàlẹ̀ O
mọ́ O
ààbò O
ìlú O
"""" O
kàn O
, O
bí O
ó O
tilẹ̀ O
jẹ́ O
pé O
wọ́n O
padà O
dá O
wọn O
sílẹ̀ O
. O

Ẹ̀rù O
ń O
bà O
mí O
pẹ̀lú O
àwọn O
ìròyìn O
tí O
mò O
ń O
gbọ́ O
nípa O
lílé O
tí O
wọ́n O
ń O
lé O
àwọn O
ọmọ O
ní O
ilé O
- O
ẹ̀kọ́ O
àti O
bí O
wọ́n O
ṣe O
ń O
tì O
wọ́n O
mọ́lé O
nítorí O
ìkọkúkọ O
tí O
wọ́n O
kọ O
sórí O
àwòrán O
Ààrẹ O
nínú O
àwọn O
ìwé O
ìkọ́ni O
. O

Olùdaríi O
wa O
ni O
, O
kò O
sí O
eni O
tí O
a O
lè O
fi O
wé O
e O
nínú O
ẹgbẹ́ẹ O
wa O
. O

Ìdí O
nìyí O
tí O
mo O
ṣe O
ní O
kí O
gbogbo O
ọmọ O
ẹgbẹ́ O
pọ́n O
ọn O
lé O
nítorí O
pé O
ojúkójú O
ni O
ẹnikẹ́ni O
lè O
fi O
wo O
ilé O
tí O
kò O
ní O
olórí O
. O

Ní O
tiwa O
, O
olórí O
tó O
dára O
jù O
ni O
a O
ní O
. O

Àwọn O
ọmọ O
ìlú O
tí O
wọ́n O
ń O
ṣàmúlò O
ayélujára O
ti O
bẹ̀rẹ̀ O
ìkọkúkọ O
sórí O
àwòrán O
ààrẹ O
Nkurunziza B-PER
nínú O
ìfẹ̀hónúhàn O
pẹ̀lú O
àmì O
ìdámọ̀ O
: O
# O
Nkurunziza B-PER
àti O
# O
Burundi B-LOC
: O

Ìjọba B-ORG
Burundi I-ORG
ti O
bẹ̀rẹ̀ O
sí O
í O
fi O
ìkanra O
mú O
ìwà O
àtakò O
láti O
ọdún B-DATE
2015 I-DATE
, O
lẹ́yìn O
ìjákulẹ̀ O
ìṣọ̀tẹ̀ O
kan O
, O
ìdojúkọ O
pẹ̀lú O
àwọn O
ẹgbẹ́ O
adìtẹ̀ O
kan O
, O
àtakò O
lórí O
ìlòkulò O
ẹ̀tọ́ O
, O
òfin O
kànńpá O
, O
ìnira O
pẹ̀lú O
ètò O
ọrọ̀ O
- O
ajé O
àti O
rògbòdìyàn O
àwọn O
asásàálà O
. O

Ìjábọ̀ O
pàtàkì O
ti O
àjọ O
ajàfẹ́tọ̀ọ́ O
ènìyàn O
ṣe O
ní O
oṣù B-DATE
Èbìbí I-DATE
2018 I-DATE
rí O
i O
pé O
àwọn O
èṣọ́ O
aláàbò O
ní O
Burundi B-LOC
, O
àwọn O
afòyeṣiṣẹ́ O
àti O
àwọn O
ọmọ O
ẹgbẹ́ O
òṣèlú O
tí O
ó O
wà O
nípò O
, O
àwọn O
ẹgbẹ́ O
Imbone B-ORG
… O
ń O
kọlu O
àwọn O
alátakò O
àti O
àwọn O
ẹni O
tí O
wọ́n O
fura O
sí O
gẹ́gẹ́ O
bí O
alátakò O
pẹ̀lú O
ajàfẹ́tọ̀ọ́ O
ènìyàn O
àti O
akọ̀ròyìn O
. O

“ O
Wọ́n O
pa O
èèyàn O
tó O
tó O
1700 O
, O
bẹ́ẹ̀ O
ni O
wọ́n O
sì O
ń O
fi O
ipá O
lé O
àwọn O
ẹlòmíìn O
, O
wọ́n O
ń O
fi O
ipá O
bá O
wọn O
ní O
ìbálòpọ̀ O
, O
wọ́n O
ń O
fi O
ìyà O
jẹ O
wọ́n O
, O
wọ́n O
ń O
tì O
wọ́n O
mọ́lé O
, O
bẹ́ẹ̀ O
ni O
wọ́n O
sì O
ń O
dẹ́rùba O
àìmọye O
àwọn O
mìíràn O
"""" O
. O

Ní O
ìbẹ̀rẹ̀ O
oṣù O
yìí O
, O
ìjọba O
Burundi B-LOC
ti O
ọ́fíìsì O
ẹ̀ka O
àwọn O
ajàfẹ́tọ̀ọ́ O
ènìyàn O
lábẹ́ O
United B-ORG
Nations I-ORG
tí O
wọ́n O
sì O
sọ O
pé O
àwọn O
kò O
nílòo O
wọn O
mọ́ O
. O

Àtipa O
àwọn O
Ilé O
- O
iṣẹ́ O
Akọ̀ròyìn O
, O
ìyọlẹ́nu O
àwọn O
alátakò O
, O
ìfòfinlíle O
mú O
àwọn O
ìdásílẹ̀ O
tí O
kì O
í O
ṣe O
ti O
ìjọba O
( O
NGOs O
) O
àti O
ìdiwọ́ O
fún O
àwọn O
mìíràn O
láti O
sọ̀rọ̀ O
tàbí O
ṣe O
àfihàn O
ara O
wọn O
ní O
ààyè O
òṣèlú O
. O

Àwọn O
elétò O
náà O
sọ O
pé O
ó O
"""" O
nírú O
ẹ̀yà O
"""" O
tí O
àwọn O
olugbọ́ O
àwọn O
ń O
fẹ́ O
. O

Àtẹ̀jáde O
ìtúmọ̀ O
30 B-DATE
Igbe I-DATE
2019 I-DATE
17 I-DATE
: I-DATE
43 I-DATE
GMT I-DATE

Àgékúrò O
àwòrán O
adarí O
iléeṣẹ́ O
náà O
, O
Irina B-PER
Reyder I-PER
ní O
ọ́fíìsì O
iléeṣẹ́ O
BlaBlaCar B-ORG
ti I-ORG
Russia I-ORG
. O

Irina B-PER
Reyder I-PER
tí O
ó O
jẹ́ O
adarí O
iléeṣẹ́ O
BlaBlaCar B-ORG
ní O
Russia B-LOC
ní O
wọ́n O
fagi O
lé O
ìfìwépè O
òun O
sí O
ìfọ̀rọ̀wọ́rọ̀ O
kan O
pẹ̀lú O
iléeṣẹ́ O
amóhùnmáwòrán O
- O
an O
ti O
ìjọba O
, O
Channel B-ORG
One I-ORG
lẹ́yìn O
tí O
olóòtú O
náà O
rí O
i O
pé O
obìnrin O
ni O
òun O
. O

E O
: O
Ta O
ni O
yóò O
wá O
jẹ́ O
alámọ̀dájú O
náà O
? O

Ṣùgbọ́n O
Irina B-PER
kò O
ní O
le O
è O
wúlò O
gẹ́gẹ́ O
bí O
alámọ̀dájú O
, O
ó O
nírú O
ẹni O
tí O
àwọn O
olùgbọ́ọ O
wa O
máa O
ń O
nífẹ̀ẹ́ O
sí O
. O

Fún O
àpẹẹrẹ O
, O
tí O
a O
bá O
ní O
agbẹjọ́rò O
gidi O
kan O
. O

Ó O
ń O
láti O
jẹ́ O
ọkùnrin O
. O

Tàbí O
ẹni O
tí O
ó O
mọ̀ O
nípa O
ọkọ̀ O
lọ́pọ̀lọpọ̀ O
– O
ọkùnrin O
ni O
, O
kó O
má O
jẹ̀ O
ẹ́ O
obìnrin O
. O

Bóyá O
kí O
ìwọ O
Sergey B-PER
ó O
ṣe O
ìfọ̀rọ̀wọ́rọ̀ O
náà O
? O

Lẹ́yìn O
tí O
aṣojú O
iléeṣẹ́ O
náà O
fún O
ìbánisọ̀rọ̀ O
pẹ̀lú O
àwùjọ O
, O
Sergey B-PER
sọ O
fún O
olóòtú O
ètò O
náà O
pé O
kò O
sí O
alámọ̀dájú O
ọkùnrin O
kankan O
ní O
iléeṣẹ́ O
naa O
, O
ó O
ní O
olóòtú O
ètò O
náà O
ṣe O
ìlérí O
láti O
padà O
wá O
lẹ́yìn O
tí O
ó O
bá O
ti O
bá O
olóòtú O
àgbà O
ètòo O
wọn O
sọ O
ọ́ O
. O

Nínú O
èsì O
kan O
sí O
TJournal B-ORG
, O
tí O
ó O
jẹ́ O
iléeṣẹ́ O
onímọ̀ O
- O
ẹ̀rọ O
àti O
ìròyìn O
ẹ̀rọ O
alátagbà O
àti O
orí O
ayélujára O
. O

Ẹ̀ka O
ìròyìn O
Channel B-ORG
One I-ORG
ò O
fi O
òtítọ́ O
ìtàkùrọ̀sọ O
yìí O
pamọ́ O
, O
ṣùgbọ́n O
wọ́n O
tẹnu O
mọ́ O
ọn O
pé O
ọ̀rọ̀ O
náà O
kò O
ṣègbè O
lẹ́yìn O
akọ O
. O

Ìtúmọ̀ O
Ìtúnwí O
- O
ọ̀rọ̀ O
Ọlọ́rọ̀ O
gan O
- O
an O

ẹ̀tọ́ọ O
wọn O
. O

Àwọn O
ajàfẹ́tọ̀ọ́ O
abo O
ní O
Russia B-LOC
máa O
ń O
sábàá O
lo O
gbàgede O
ẹ̀rọ O
alátagbà O
àti O
ẹ̀fẹ̀ O
láti O
tan O
ìmọ́lẹ̀ O
sí O
ìhùwàsí O
àti O
ìṣe O
àwọn O
tí O
ó O
ń O
ṣègbè O
lẹ́yìn O
ẹ̀yà O
ènìyàn O
kan O
. O

Ìpolongo O
ìtakò O
Kérésìmesì B-DATE
ìlú O
China B-LOC
mú O
yíyan O
àjọyọ̀ O
le O
fún O
ọmọ O
- O
ìlú O

Kí O
òfin O
yìí O
lè O
di O
àmúṣẹ O
, O
ìjọba O
China B-LOC
ti O
ṣe O
ìfilọ́lẹ̀ O
àwọn O
ètò O
ìpolongo O
kéékèèké O
mélòó O
kan O
fún O
ìkọ̀yìn O
sí O
àwọn O
ayẹyẹ O
tí O
kì O
í O
ṣe O
ti O
ìbílẹ̀ O
China B-LOC
. O

Ọdún O
nìín O
, O
ọjọ́ B-DATE
díẹ̀ I-DATE
sí I-DATE
Kérésìmesì I-DATE
, O
ìjọba O
ní O
àwọn O
ìlú O
ńlá O
bíi O
Langfang B-LOC
, O
ní O
agbègbèe O
Hebei B-LOC
, O
ti O
pa O
á O
ní O
àṣẹ O
fún O
ìsọ̀ O
gbogbo O
láti O
yọ O
ẹ̀ṣọ́ O
ọdún B-DATE
Kérésìmesì I-DATE
kúrò O
lójú O
títí O
àti O
fèrèsé O
. O

Ọ̀rọ̀ O
àlùfànṣá O
tí O
ó O
dá O
lórí O
ìtako O
àjọ̀dún O
Òyìnbó O
ti O
gba O
ẹ̀rọ O
- O
alátagbà O
ìlú O
China B-LOC
kan O
, O
èyí O
mú O
kí O
yíyan O
ayẹyẹ O
Kérésìmesì B-DATE
láàyò O
le O
koko O
fún O
àwọn O
tí O
ó O
rò O
wípé O
ní O
ìkọ̀kọ̀ O
ni O
ayọ̀ O
àwọn O
gbọdọ̀ O
wà O
. O

Ọmọ O
China B-LOC
ni O
mí O
n O
kò O
sì O
kí O
ń O
ṣe O
àjọyọ̀ O
Òyìnbó O
. O

Àjọyọ̀ O
àjọ̀dún O
ti O
wa O
di O
ọ̀rọ̀ O
ìṣèlú O
. O

Láfikún O
- O
un O
Kérésìmesì B-DATE
, O
àkàsílẹ̀ O
àwọn O
àjọ̀dún O
Òyìnbó O
kò O
yọ O
Àyájọ́ O
Ọjọ́ B-DATE
Olólùfẹ́ I-DATE
, O
Àjíǹde B-DATE
àti O
Halowíìnì B-DATE
, O
àti O
bẹ́ẹ̀ O
bẹ́ẹ̀ O
lọ O
sí O
ẹ̀yìn O
. O

Ọ̀pọ̀lọpọ̀ O
ènìyàn O
ni O
ó O
ka O
àjọ̀dún O
sí O
“ O
ìgbógunti O
àṣà O
"""" O
tàbí O
“ O
ìrẹ̀sílẹ̀ O
ìlú O
"""" O
. O

Ìtúmọ̀ O
Ìtúnwí O
- O
ọ̀rọ̀ O
Ọlọ́rọ̀ O
gan O
- O
an O

Bí O
ẹlẹ́gbẹ́ O
olóṣèlú O
kò O
bá O
mọ O
èyí O
, O
a O
jẹ́ O
wípé O
wọn O
kò O
ní O
ìkọbiarasí O
ìṣèlú O
wọ́n O
sì O
ti O
pàdánù O
ìlọsíwájúu O
wọn O
. O

Síwájú O
sí O
i O
, O
ó O
ní O
wípé O
ọjọ́ B-DATE
ìbíi I-DATE
Mao B-PER
Zedong I-PER
, O
bàbá O
ìsàlẹ̀ O
Ìlú O
- O
tí O
- O
kò O
- O
fi O
- O
ọba O
- O
jẹ O
ti O
Èèyàn O
- O
an O
China B-LOC
, O
ni O
ó O
yẹ O
kí O
a O
kà O
sí O
Kérésìmesì B-DATE
ìlú O
China B-LOC
: O

Gbé O
ìgbésẹ̀ O
kí O
o O
kọ O
àjọ̀dún O
Òyìnbó O
. O

Ìtúmọ̀ O
Ìtúnwí O
- O
ọ̀rọ̀ O
Ọlọ́rọ̀ O
gan O
- O
an O

Ojú O
kan O
tí O
gbogbo O
ènìyàn O
dúró O
sí O
ti O
kún O
. O

Fún O
àwa O
tí O
a O
wà O
láàárín O
, O
kí O
a O
ba O
mú O
un O
dọ́gba O
, O
a O
ní O
láti O
dúró O
sí O
ẹ̀gbẹ́ O
kejì O
. O

Ìkìlọ̀ O
lórí O
ìtako O
àjọ̀dún O
Òyìnbó O
ní O
inú O
ọgbà O
ilé O
- O
ìwé O
. O

Awuyewuye O
ti O
kọjáa O
ti O
gbàgede O
orí O
ẹ̀rọ O
- O
alátagbà O
, O
ó O
kàn O
dé O
ilé O
- O
ìwé O
àti O
àjọ O
ìlú O
. O

Ìyá O
kọ O
sórí O
Weibo B-ORG
: O

Síbẹ̀ O
, O
àwọn O
akẹ́kọ̀ọ́ O
ilé O
- O
ẹ̀kọ́ O
gíga O
ṣe O
àròjinlẹ̀ O
. O

Akẹ́kọ̀ọ́ O
kan O
ní O
ìbéèrè O
lórí O
òfin O
ilé O
- O
ìwé O
lórí O
Weibo B-ORG
: O

Ǹjẹ́ O
fún O
ìdàgbàsókè O
àṣà O
ilẹ̀ O
China B-LOC
ni O
gbogbo O
ọ̀nà O
yìí O
tàbí O
àmì O
ìpàdánù O
ìgbẹ́kẹ̀lé O
àṣà O
ìbílẹ̀ O
ẹni O
? O

Òǹlo O
Weibo B-ORG
kan O
sọ O
: O

Ìtúmọ̀ O
Ìtúnwí O
- O
ọ̀rọ̀ O
Ọlọ́rọ̀ O
gan O
- O
an O

Ìtúmọ̀ O
Ìtúnwí O
- O
ọ̀rọ̀ O
Ọlọ́rọ̀ O
gan O
- O
an O

Àtẹ̀jáde O
ìtúmọ̀ O
23 B-DATE
Ọ̀pẹ I-DATE
2018 I-DATE
20 I-DATE
: I-DATE
30 I-DATE
GMT I-DATE

